id,value
entertainment,
entertainment.Already,1398.0
entertainment.Ange,1395.0
entertainment.Appears,1395.0
entertainment.Brad,1401.0
entertainment.Like,2003.0
entertainment.Looks,2183.0
entertainment.Losing,1034.0
entertainment.Model,933.0
entertainment.Moved,1395.0
entertainment.One,948.0
fashion,
fashion.American,293.0
fashion.Angelina,263.0
fashion.Denim,219.0
fashion.Designed,237.0
fashion.Jeans,239.0
fashion.Jolie,263.0
fashion.Leggings,220.0
fashion.New,160.0
fashion.Replace,237.0
fashion.Shoe,144.0
finance,
finance.Brilliant,597.0
finance.Earlier,403.0
finance.Knew,403.0
finance.Mortgage,604.0
finance.Paying,493.0
finance.Residents,464.0
finance.Shark,544.0
finance.Tank,542.0
finance.Tip,581.0
finance.Wish,415.0
home,
home.Best,314.0
home.Cleaning,119.0
home.Crazy,121.0
home.Furniture,107.0
home.Going,148.0
home.Heard,238.0
home.Know,121.0
home.Never,243.0
home.Site,275.0
home.Vintage,245.0
lifestyle,
lifestyle.Account,383.0
lifestyle.Brace,565.0
lifestyle.Cancelling,382.0
lifestyle.Irish,421.0
lifestyle.Last,501.0
lifestyle.Names,430.0
lifestyle.One,556.0
lifestyle.People,835.0
lifestyle.Seconds,565.0
lifestyle.Types,448.0
