id,value
beauty,
beauty.Hair,196.0
beauty.Hairstyles,168.0
beauty.Know,355.0
beauty.Look,176.0
beauty.Makeup,362.0
beauty.New,189.0
beauty.Older,353.0
beauty.Tips,352.0
beauty.Women,362.0
beauty.Years,168.0
entertainment,
entertainment.Boo,1657.0
entertainment.George,864.0
entertainment.Honey,1649.0
entertainment.Incredible,1501.0
entertainment.Like,3527.0
entertainment.Looks,3783.0
entertainment.Losing,1914.0
entertainment.Model,1669.0
entertainment.Mom,1631.0
entertainment.Stunning,1473.0
fashion,
fashion.Affordable,211.0
fashion.American,240.0
fashion.Angelina,205.0
fashion.Jeans,158.0
fashion.Jolie,204.0
fashion.New,245.0
fashion.Replace,155.0
fashion.Shoe,210.0
fashion.Surprisingly,208.0
fashion.Travel,213.0
finance,
finance.Advice,312.0
finance.Brilliant,1242.0
finance.Credit,259.0
finance.Debt,525.0
finance.Mortgage,1042.0
finance.Paying,959.0
finance.People,290.0
finance.Shark,1288.0
finance.Tank,1278.0
finance.Tip,1002.0
lifestyle,
lifestyle.Brace,1349.0
lifestyle.Enter,906.0
lifestyle.Irish,635.0
lifestyle.Last,987.0
lifestyle.Lovers,504.0
lifestyle.Name,797.0
lifestyle.Names,676.0
lifestyle.One,1063.0
lifestyle.Seconds,1348.0
lifestyle.Types,773.0
