id,value
beauty,
beauty.Available,185.0
beauty.Hair,200.0
beauty.Know,420.0
beauty.Makeup,423.0
beauty.New,242.0
beauty.Older,419.0
beauty.Public,185.0
beauty.Technology,185.0
beauty.Tips,418.0
beauty.Women,423.0
entertainment,
entertainment.Boo,1958.0
entertainment.George,910.0
entertainment.Honey,1954.0
entertainment.Incredible,1634.0
entertainment.Like,3949.0
entertainment.Looks,4232.0
entertainment.Losing,2257.0
entertainment.Model,1952.0
entertainment.Mom,1931.0
entertainment.Stunning,1557.0
finance,
finance.Apple,262.0
finance.Brilliant,1197.0
finance.Credit,277.0
finance.Debt,303.0
finance.Mortgage,1245.0
finance.Paying,1154.0
finance.Residents,370.0
finance.Shark,1200.0
finance.Tank,1195.0
finance.Tip,1176.0
home,
home.Cleaning,350.0
home.Clever,322.0
home.Expensive,199.0
home.First,171.0
home.Furniture,176.0
home.Homeowners,323.0
home.Know,349.0
home.Mattresses,201.0
home.Tricks,324.0
home.Waste,199.0
lifestyle,
lifestyle.Brace,1363.0
lifestyle.Enter,952.0
lifestyle.Irish,563.0
lifestyle.Last,1009.0
lifestyle.Lovers,587.0
lifestyle.Name,846.0
lifestyle.Names,618.0
lifestyle.One,1035.0
lifestyle.Seconds,1362.0
lifestyle.Types,707.0
