id,value
beauty,
beauty.Available,186.0
beauty.Hair,206.0
beauty.Know,338.0
beauty.Makeup,340.0
beauty.New,226.0
beauty.Older,338.0
beauty.Public,186.0
beauty.Technology,186.0
beauty.Tips,338.0
beauty.Women,340.0
entertainment,
entertainment.Boo,1747.0
entertainment.George,1004.0
entertainment.Honey,1743.0
entertainment.Incredible,1730.0
entertainment.Like,3746.0
entertainment.Looks,4066.0
entertainment.Losing,2030.0
entertainment.Model,1750.0
entertainment.Mom,1728.0
entertainment.Stunning,1685.0
finance,
finance.Brilliant,1125.0
finance.Card,254.0
finance.Credit,275.0
finance.Debt,315.0
finance.Mortgage,1180.0
finance.Paying,1081.0
finance.Residents,354.0
finance.Shark,1111.0
finance.Tank,1105.0
finance.Tip,1118.0
home,
home.Cleaning,375.0
home.Clever,353.0
home.Expensive,199.0
home.First,167.0
home.Homeowners,353.0
home.Know,379.0
home.Mattresses,200.0
home.Read,167.0
home.Tricks,357.0
home.Waste,199.0
lifestyle,
lifestyle.Book,509.0
lifestyle.Brace,1350.0
lifestyle.Enter,968.0
lifestyle.Last,817.0
lifestyle.Lovers,549.0
lifestyle.Name,794.0
lifestyle.Names,443.0
lifestyle.One,842.0
lifestyle.Seconds,1348.0
lifestyle.Types,547.0
