id,value
entertainment,
entertainment.Boo,759.0
entertainment.Honey,758.0
entertainment.Incredible,694.0
entertainment.Like,2181.0
entertainment.Looks,2451.0
entertainment.Losing,871.0
entertainment.Model,787.0
entertainment.Mom,758.0
entertainment.One,891.0
entertainment.Stunning,869.0
fashion,
fashion.American,487.0
fashion.Angelina,680.0
fashion.Designed,374.0
fashion.Jeans,376.0
fashion.Jolie,680.0
fashion.Leather,380.0
fashion.Love,363.0
fashion.New,406.0
fashion.Replace,374.0
fashion.Tote,360.0
finance,
finance.Brilliant,856.0
finance.Earlier,503.0
finance.Knew,503.0
finance.Mortgage,738.0
finance.Paying,609.0
finance.Residents,633.0
finance.Shark,846.0
finance.Tank,842.0
finance.Tip,697.0
finance.Wish,534.0
home,
home.Best,205.0
home.First,178.0
home.Going,177.0
home.Heard,137.0
home.Know,130.0
home.Never,143.0
home.Read,176.0
home.Site,164.0
home.Thinking,176.0
home.Vintage,137.0
lifestyle,
lifestyle.Brace,1065.0
lifestyle.Enter,560.0
lifestyle.Irish,1000.0
lifestyle.Last,1173.0
lifestyle.Name,723.0
lifestyle.Names,1003.0
lifestyle.One,1224.0
lifestyle.People,585.0
lifestyle.Seconds,1060.0
lifestyle.Types,1048.0
