id,value
entertainment,
entertainment.Boo,664.0
entertainment.Honey,662.0
entertainment.Incredible,740.0
entertainment.Like,2126.0
entertainment.Looks,2479.0
entertainment.Losing,803.0
entertainment.Model,670.0
entertainment.Mom,659.0
entertainment.One,854.0
entertainment.Stunning,1004.0
fashion,
fashion.American,501.0
fashion.Angelina,656.0
fashion.Denim,377.0
fashion.Designed,397.0
fashion.Jeans,400.0
fashion.Jolie,655.0
fashion.Leggings,378.0
fashion.New,389.0
fashion.Replace,397.0
fashion.Shoe,354.0
finance,
finance.Brilliant,841.0
finance.Earlier,548.0
finance.Knew,548.0
finance.Mortgage,748.0
finance.Paying,601.0
finance.Residents,669.0
finance.Shark,829.0
finance.Tank,828.0
finance.Tip,704.0
finance.Wish,570.0
home,
home.Best,254.0
home.First,140.0
home.Going,142.0
home.Heard,196.0
home.Know,124.0
home.Never,205.0
home.Read,139.0
home.Site,226.0
home.Thinking,139.0
home.Vintage,196.0
lifestyle,
lifestyle.Brace,1016.0
lifestyle.Enter,551.0
lifestyle.Irish,799.0
lifestyle.Last,942.0
lifestyle.Name,654.0
lifestyle.Names,801.0
lifestyle.One,1022.0
lifestyle.People,717.0
lifestyle.Seconds,1014.0
lifestyle.Types,839.0
