id,value
entertainment,
entertainment.Boo,956.0
entertainment.Honey,956.0
entertainment.Like,2083.0
entertainment.Looks,2305.0
entertainment.Losing,1111.0
entertainment.Man,952.0
entertainment.Model,996.0
entertainment.Mom,969.0
entertainment.One,1123.0
entertainment.Stunning,852.0
fashion,
fashion.American,356.0
fashion.Angelina,425.0
fashion.Denim,268.0
fashion.Designed,278.0
fashion.Jeans,278.0
fashion.Jolie,425.0
fashion.Leather,262.0
fashion.Leggings,270.0
fashion.Replace,278.0
fashion.Tote,247.0
finance,
finance.Brilliant,627.0
finance.Earlier,422.0
finance.Knew,422.0
finance.Mortgage,619.0
finance.Paying,494.0
finance.Residents,476.0
finance.Shark,580.0
finance.Tank,579.0
finance.Tip,580.0
finance.Wish,444.0
home,
home.Best,306.0
home.Crazy,134.0
home.Furniture,113.0
home.Going,175.0
home.Heard,234.0
home.Know,105.0
home.Never,243.0
home.See,109.0
home.Site,268.0
home.Vintage,240.0
lifestyle,
lifestyle.Best,405.0
lifestyle.Brace,644.0
lifestyle.Irish,530.0
lifestyle.Last,620.0
lifestyle.Name,398.0
lifestyle.Names,538.0
lifestyle.One,707.0
lifestyle.People,768.0
lifestyle.Seconds,643.0
lifestyle.Types,564.0
