id,value
beauty,
beauty.Available,188.0
beauty.Denture,188.0
beauty.Know,316.0
beauty.Makeup,320.0
beauty.New,235.0
beauty.Older,318.0
beauty.Public,188.0
beauty.Technology,188.0
beauty.Tips,317.0
beauty.Women,320.0
entertainment,
entertainment.Boo,1118.0
entertainment.George,1026.0
entertainment.Honey,1113.0
entertainment.Incredible,1732.0
entertainment.Like,3164.0
entertainment.Looks,3518.0
entertainment.Losing,1308.0
entertainment.Model,1115.0
entertainment.Mom,1095.0
entertainment.Stunning,1701.0
finance,
finance.Brilliant,1063.0
finance.Earlier,227.0
finance.Knew,227.0
finance.Mortgage,1092.0
finance.Paying,1022.0
finance.Residents,305.0
finance.Shark,1070.0
finance.Tank,1064.0
finance.Tip,1045.0
finance.Wish,248.0
home,
home.Cleaning,337.0
home.Clever,298.0
home.Expensive,240.0
home.Going,182.0
home.Homeowners,300.0
home.Know,349.0
home.Mattresses,243.0
home.Thinking,182.0
home.Tricks,299.0
home.Waste,240.0
lifestyle,
lifestyle.Book,526.0
lifestyle.Brace,1216.0
lifestyle.Enter,914.0
lifestyle.Last,553.0
lifestyle.Lovers,557.0
lifestyle.Name,751.0
lifestyle.One,557.0
lifestyle.Seconds,1215.0
lifestyle.Type,337.0
lifestyle.Website,341.0
