id,value
entertainment,
entertainment.Happened,29404.0
entertainment.Later,18944.0
entertainment.Like,20342.0
entertainment.Look,55699.0
entertainment.Looks,24598.0
entertainment.Mesmerizing,27110.0
entertainment.New,28536.0
entertainment.Police,30711.0
entertainment.Teen,26655.0
entertainment.Years,27369.0
fashion,
fashion.Brings,5123.0
fashion.Hudson,5123.0
fashion.Kate,5126.0
fashion.New,5210.0
fashion.Outfits,5158.0
fashion.Shopping,4430.0
fashion.Site,4468.0
fashion.Women,5664.0
fashion.Workout,5139.0
fashion.Year,5130.0
finance,
finance.Abandoned,2909.0
finance.Acre,2909.0
finance.Apple,2910.0
finance.Big,3183.0
finance.Born,3860.0
finance.Leases,2909.0
finance.Military,2909.0
finance.New,4746.0
finance.Quietly,2909.0
finance.Win,4603.0
health,
health.Belly,8662.0
health.Cause,7372.0
health.Flat,4285.0
health.Mistakes,5462.0
health.Problems,5261.0
health.Root,5261.0
health.Stomach,5261.0
health.Tips,4336.0
health.Weight,5585.0
health.Worst,5475.0
home,
home.Actually,3540.0
home.Buy,3573.0
home.Claim,3519.0
home.Craftsman,3450.0
home.Furniture,3691.0
home.Neighbors,3356.0
home.Outraged,3351.0
home.See,3715.0
home.Site,5890.0
home.Tools,3518.0
