id,value
entertainment,
entertainment.Disastrous,17932.0
entertainment.Happened,18033.0
entertainment.Kept,18469.0
entertainment.Like,17058.0
entertainment.Look,33071.0
entertainment.Looks,19165.0
entertainment.Never,19516.0
entertainment.New,17396.0
entertainment.Photos,23719.0
entertainment.Unsee,17974.0
fashion,
fashion.Brings,4842.0
fashion.Hudson,4842.0
fashion.Kate,4844.0
fashion.New,4952.0
fashion.Outfits,4862.0
fashion.Shopping,2643.0
fashion.Site,2678.0
fashion.Women,3545.0
fashion.Workout,4873.0
fashion.Year,4851.0
finance,
finance.Abandoned,2181.0
finance.Acre,2181.0
finance.Apple,2182.0
finance.Base,2181.0
finance.Born,2505.0
finance.Leases,2181.0
finance.Military,2181.0
finance.New,4407.0
finance.Quietly,2181.0
finance.Win,4365.0
health,
health.Belly,7632.0
health.Cause,6897.0
health.Flat,4958.0
health.Mistakes,5682.0
health.Problems,4594.0
health.Root,4684.0
health.Stomach,4684.0
health.Tips,5029.0
health.Weight,5748.0
health.Worst,5714.0
sports,
sports.Allen,2527.0
sports.Bombshell,2478.0
sports.Court,2563.0
sports.Divorce,2563.0
sports.Dropped,2478.0
sports.Ever,2327.0
sports.Nba,2038.0
sports.Players,2372.0
sports.Wife,2494.0
sports.Women,2444.0
