country,city,clicks,views
United States of America,Peoria,0.0,28
United States of America,Modesto,1.0,14
Canada,Saskatoon,0.0,8
United States of America,Sarasota,0.0,58
United States of America,Everett,0.0,53
United States of America,Mansfield,0.0,14
United States of America,Glendale,0.0,72
United States of America,Hilo,0.0,42
United States of America,Redding,0.0,75
United States of America,Bowling Green,0.0,21
United States of America,Bowling Green,0.0,21
United States of America,Florence,0.0,75
United States of America,Florence,0.0,75
United States of America,Detroit,0.0,58
United States of America,Dayton,0.0,96
United States of America,Anderson,0.0,24
United States of America,Athens,1.0,32
United States of America,Los Alamos,0.0,43
United States of America,Evansville,0.0,63
Canada,Victoria,0.0,30
United States of America,Baton Rouge,2.0,43
Canada,London,0.0,46
United States of America,Huntsville,2.0,95
United States of America,Huntsville,2.0,95
United States of America,Stamford,0.0,23
United States of America,Lafayette,0.0,24
United States of America,Lafayette,0.0,24
United States of America,Appleton,0.0,65
United States of America,Concord,0.0,60
United States of America,Norfolk,0.0,16
United States of America,Norfolk,0.0,16
United States of America,Burlington,0.0,16
United States of America,Burlington,0.0,16
United States of America,Sanford,0.0,11
United States of America,Murfreesboro,0.0,23
United States of America,Pocatello,1.0,58
United States of America,Davenport,0.0,38
United States of America,New Haven,0.0,56
United States of America,San Mateo,0.0,84
United States of America,Annapolis,0.0,39
United States of America,Arcata,0.0,28
United States of America,Syracuse,0.0,83
United Kingdom,Leeds,0.0,18
United States of America,Lubbock,0.0,18
United States of America,Erie,0.0,21
United States of America,Spring Hill,0.0,28
United States of America,Clarksville,1.0,76
United States of America,Reno,0.0,55
United States of America,Albany,0.0,81
United States of America,Albany,0.0,81
United States of America,Albany,0.0,81
United States of America,Toledo,0.0,12
United States of America,Santa Barbara,0.0,52
United States of America,Harrisburg,0.0,23
United States of America,Roswell,0.0,10
United States of America,Bay City,0.0,4
United States of America,Bay City,0.0,4
Malaysia,Kuala Lumpur,0.0,58
United States of America,Lake City,0.0,18
United States of America,Dover,0.0,40
United States of America,Trenton,0.0,67
United States of America,Belleville,0.0,14
United States of America,New Braunfels,0.0,27
United States of America,Sioux Falls,0.0,24
United States of America,Helena,0.0,14
United States of America,Santa Rosa,0.0,2
United States of America,Eugene,0.0,12
United Kingdom,Nottingham,0.0,12
United States of America,Jonesboro,0.0,36
United Kingdom,Manchester,0.0,8
United States of America,Evanston,0.0,42
United States of America,Grants Pass,0.0,27
United Kingdom,Aberdeen,0.0,4
United States of America,Palm Springs,0.0,6
United States of America,Fredericksburg,0.0,36
United States of America,Clarksburg,0.0,26
United States of America,Youngstown,0.0,20
Canada,Halifax,0.0,10
Canada,Kitchener,0.0,20
United States of America,New Bedford,0.0,8
United States of America,State College,0.0,14
United States of America,Bellingham,0.0,58
United States of America,Ithaca,0.0,31
United States of America,Denton,0.0,30
United States of America,Bend,0.0,20
United States of America,Little Rock,0.0,27
United States of America,Grand Island,0.0,16
United States of America,Covington,0.0,13
United States of America,Auburn,0.0,31
United States of America,Spartanburg,0.0,33
Indonesia,Jakarta,0.0,32
United Kingdom,Liverpool,0.0,4
Philippines,Quezon City,0.0,8
United States of America,Laredo,0.0,4
United States of America,Lowell,0.0,14
United States of America,Rockford,0.0,47
France,Paris,0.0,14
United States of America,Chico,0.0,27
Austria,Innsbruck,0.0,4
Australia,Sydney,0.0,46
United States of America,Monroe,0.0,11
United States of America,Muskegon,0.0,26
United States of America,Marion,1.0,70
United States of America,Lawrence,0.0,37
United States of America,Iowa City,0.0,44
United States of America,Astoria,0.0,45
United States of America,Akron,0.0,26
Barbados,Bridgetown,0.0,31
United States of America,Newport,0.0,4
United States of America,Gainesville,0.0,39
United States of America,Altoona,0.0,30
United States of America,Rapid City,0.0,10
United States of America,Yuma,0.0,22
United States of America,Pensacola,0.0,24
United States of America,Naples,2.0,68
United Kingdom,Birmingham,0.0,26
Canada,Moncton,0.0,14
United States of America,Melbourne,0.0,18
Canada,Nanaimo,0.0,6
United States of America,Racine,0.0,20
Japan,Kitakyushu,0.0,12
United States of America,York,0.0,16
United States of America,Roanoke,0.0,36
China,Beijing,0.0,2
United States of America,Augusta,0.0,6
United States of America,Augusta,0.0,6
United States of America,Clovis,0.0,2
United States of America,Midland,0.0,24
United States of America,Myrtle Beach,1.0,16
United States of America,San Bernardino,0.0,12
United States of America,Ambler,0.0,15
United Arab Emirates,Dubai,0.0,10
United States of America,Winona,0.0,6
Greece,Athens,0.0,6
United States of America,Ocala,0.0,40
United States of America,Hampton,0.0,30
United States of America,Grand Junction,0.0,12
United States of America,Utica,0.0,13
United States of America,La Crosse,0.0,38
United States of America,Winchester,0.0,42
United States of America,Stillwater,0.0,4
United States of America,El Paso,0.0,17
United States of America,Miami Beach,0.0,19
United States of America,Owensboro,0.0,12
United States of America,Cape Coral,0.0,12
United States of America,Traverse City,0.0,47
United States of America,Kalamazoo,0.0,20
Canada,Kelowna,0.0,14
United States of America,Lakeville,0.0,14
United Kingdom,Reading,0.0,4
United States of America,Cheyenne,0.0,27
Canada,Regina,0.0,28
United Kingdom,Belfast,0.0,4
United States of America,Oceanside,0.0,30
United States of America,Oshkosh,0.0,28
Norway,Oslo,0.0,23
Canada,Kingston,0.0,6
Fiji,Suva,0.0,4
United States of America,Morgantown,0.0,20
United States of America,Carlsbad,0.0,14
United States of America,Beaumont,0.0,15
United States of America,Dublin,0.0,25
United States of America,Topeka,0.0,8
United States of America,Mankato,0.0,46
United States of America,Metairie,0.0,4
United States of America,Wichita Falls,0.0,1
United States of America,Hagerstown,0.0,49
United States of America,Janesville,0.0,26
United States of America,Elgin,0.0,80
United States of America,Danville,0.0,58
Australia,Melbourne,1.0,36
United States of America,Binghamton,1.0,30
United States of America,Worcester,0.0,42
Canada,Windsor,0.0,22
Canada,Windsor,0.0,22
United States of America,Pueblo,0.0,19
Dominican Republic,Santo Domingo,0.0,7
United States of America,Centralia,0.0,1
United Kingdom,Oxford,0.0,4
United States of America,Stockton,0.0,4
United States of America,Independence,0.0,20
United States of America,Monterey,0.0,12
United States of America,Providence,0.0,22
United States of America,Missoula,0.0,26
United Kingdom,Southampton,0.0,4
Ecuador,Quito,0.0,7
United States of America,Vallejo,0.0,6
United States of America,Longview,0.0,6
United States of America,Longview,0.0,6
Portugal,Lisbon,0.0,16
Australia,Canberra,0.0,10
Canada,Abbotsford,0.0,6
Puerto Rico,San Juan,0.0,16
China,Qingdao,0.0,12
United States of America,Killeen,0.0,4
United States of America,Bishop,0.0,12
United States of America,Fort Wayne,0.0,23
Spain,Granada,0.0,42
United States of America,Green Bay,0.0,17
United States of America,Hartford,0.0,10
Austria,Vienna,0.0,6
Serbia,Belgrade,0.0,6
United States of America,Wheeling,0.0,4
United Kingdom,Brighton,0.0,22
Turkey,Istanbul,0.0,10
Ecuador,Cuenca,0.0,12
United States of America,Manchester,0.0,25
United States of America,Eau Claire,0.0,47
Nigeria,Lagos,0.0,10
United Kingdom,Sheffield,0.0,10
United States of America,Brunswick,0.0,20
Thailand,Bangkok,0.0,64
United States of America,Poughkeepsie,1.0,30
Netherlands,Rotterdam,0.0,8
United States of America,Meridian,0.0,46
Jamaica,Kingston,0.0,40
United States of America,Quincy,0.0,25
United States of America,Lawton,0.0,6
Russia,Moscow,0.0,4
United States of America,Montgomery,0.0,14
United States of America,Waterloo,0.0,9
United States of America,Sheboygan,0.0,46
United States of America,Aberdeen,0.0,29
United States of America,Aberdeen,0.0,29
United States of America,Provo,0.0,4
United States of America,Yakima,0.0,18
United States of America,Harrisonburg,0.0,6
Canada,Peterborough,0.0,10
United States of America,Amarillo,0.0,47
United States of America,Manhattan,0.0,24
United States of America,Shreveport,0.0,6
New Zealand,Whangarei,0.0,12
Estonia,Tallinn,0.0,6
United States of America,Bar Harbor,0.0,8
Ireland,Cork,0.0,4
United States of America,Norman,0.0,6
United States of America,Lumberton,0.0,18
United States of America,New London,0.0,8
United States of America,Goldsboro,0.0,8
Ireland,Tralee,0.0,6
Saudi Arabia,Jeddah,0.0,6
United States of America,Daytona Beach,0.0,8
United Kingdom,Edinburgh,0.0,18
United States of America,Rocky Mount,0.0,4
Honduras,Tegucigalpa,0.0,6
United States of America,Kearney,0.0,10
Italy,Rome,0.0,14
United Kingdom,Cambridge,0.0,12
United States of America,Eagle,0.0,34
Canada,Lethbridge,0.0,8
United States of America,Macon,0.0,6
United States of America,Waukesha,0.0,6
United States of America,Corpus Christi,0.0,8
Bolivia,La Paz,0.0,1
United States of America,Johnson City,0.0,26
United States of America,Montpelier,0.0,8
United States of America,Montpelier,0.0,8
United States of America,Kalispell,0.0,12
United States of America,Muncie,0.0,12
United States of America,Alpine,0.0,1
United States of America,Salinas,0.0,4
United States of America,Kissimmee,0.0,28
United States of America,Casper,0.0,8
Portugal,Porto,0.0,36
United States of America,Moorhead,0.0,22
United States of America,Elmira,0.0,12
United States of America,Pittsfield,0.0,4
United States of America,Hattiesburg,0.0,4
United States of America,Texarkana,1.0,4
United States of America,Blacksburg,0.0,38
United States of America,Rock Hill,0.0,8
Taiwan,Taipei,0.0,14
United States of America,Victorville,0.0,6
Canada,Cochrane,0.0,6
United States of America,Ontario,0.0,16
United States of America,Fort Collins,0.0,29
United States of America,La Grange,0.0,16
United States of America,Leesburg,0.0,12
Canada,Kamloops,0.0,6
United States of America,Corvallis,0.0,10
Canada,Brandon,0.0,6
United States of America,Kennewick,0.0,8
New Zealand,Hamilton,0.0,6
United States of America,Salina,0.0,4
Italy,Naples,0.0,6
United States of America,Hancock,0.0,1
Suriname,Paramaribo,0.0,6
United States of America,Gillette,0.0,8
Germany,Hamburg,0.0,6
United States of America,Tulsa,0.0,17
United States of America,Orangeburg,0.0,12
United States of America,Durango,0.0,1
United States of America,Dillon,0.0,4
United States of America,Billings,0.0,4
Pakistan,Lahore,0.0,4
United States of America,Butte,0.0,4
Australia,Perth,0.0,22
United States of America,Fargo,0.0,24
United States of America,Kingman,0.0,6
United States of America,Joplin,0.0,20
Vietnam,Hanoi,0.0,11
Germany,Leipzig,0.0,4
United States of America,Bullhead City,0.0,6
Argentina,Buenos Aires,0.0,4
United States of America,Sidney,0.0,13
Canada,Yellowknife,0.0,6
United States of America,Nacogdoches,0.0,4
United States of America,Shawnee,0.0,26
United States of America,San Luis Obispo,0.0,25
United States of America,Brownsville,1.0,12
Netherlands,Amsterdam,0.0,6
United States of America,Richland,0.0,7
Canada,Red Deer,0.0,16
United States of America,Dothan,0.0,4
Germany,Essen,0.0,14
Ireland,Limerick,0.0,4
United States of America,Schenectady,0.0,19
United Kingdom,Cardiff,0.0,16
United States of America,Aiken,0.0,1
New Zealand,Wellington,0.0,6
El Salvador,San Salvador,0.0,4
United States of America,Dickinson,0.0,6
United States of America,Greeley,0.0,18
United States of America,Conway,0.0,6
United States of America,Waterbury,0.0,17
United States of America,Alpena,0.0,10
Canada,Barrie,0.0,6
United States of America,Brainerd,0.0,10
Norway,Bergen,0.0,6
United States of America,Saginaw,0.0,8
United States of America,New Albany,0.0,12
United Kingdom,Bournemouth,0.0,6
United States of America,Oak Ridge,0.0,6
United States of America,Lake Charles,0.0,6
Canada,Orillia,0.0,6
Chile,Santiago,0.0,10
United States of America,Coos Bay,0.0,4
Spain,Barcelona,0.0,1
India,Bangalore,0.0,6
Brazil,Fortaleza,0.0,4
United States of America,Elkhart,0.0,4
United States of America,Sumter,0.0,6
United States of America,Bristol,0.0,28
Germany,Stuttgart,0.0,6
United States of America,Edinburg,0.0,6
United States of America,Johnstown,0.0,4
United States of America,Dubuque,0.0,6
United States of America,Hickory,0.0,4
United Kingdom,Chester,0.0,4
United States of America,Merced,0.0,10
United States of America,London,0.0,8
United States of America,Gadsden,0.0,24
New Zealand,Tauranga,0.0,4
Germany,Munich,0.0,13
Czech Republic,Prague,0.0,10
United States of America,Savannah,0.0,32
Canada,Amherst,0.0,6
Cayman Islands,George Town,0.0,19
United Kingdom,Bristol,0.0,16
United States of America,Galena,0.0,4
United States of America,Sherman,0.0,4
India,New Delhi,0.0,6
Canada,North Battleford,0.0,4
South Africa,Port Elizabeth,0.0,1
United States of America,Niagara Falls,0.0,7
United States of America,Battle Creek,0.0,21
United States of America,Alliance,0.0,26
Norway,Moss,0.0,13
United States of America,Caldwell,2.0,16
United States of America,Juneau,0.0,6
United States of America,Williston,0.0,4
United States of America,Paso Robles,0.0,6
United States of America,Bridgeport,0.0,19
United States of America,Cumberland,0.0,22
United States of America,Montrose,0.0,92
United States of America,San Angelo,0.0,84
New Zealand,Christchurch,0.0,53
United States of America,Prescott,0.0,46
United States of America,John Day,0.0,34
United States of America,Palm Coast,0.0,25
United States of America,Wenatchee,0.0,25
United States of America,Ardmore,0.0,24
United States of America,Santa Fe,0.0,21
United States of America,Flint,0.0,20
United States of America,Huntington,0.0,20
United States of America,Yuba City,0.0,19
Mexico,Oaxaca,0.0,18
United States of America,Enterprise,0.0,18
United States of America,Key West,0.0,17
United States of America,Logan,1.0,16
Canada,Oshawa,0.0,14
United States of America,Tulare,0.0,14
United States of America,Great Falls,0.0,14
Canada,Campbell River,0.0,14
United States of America,Bartlesville,0.0,14
Turkey,Ankara,0.0,12
Uruguay,Montevideo,0.0,12
United States of America,Ames,0.0,12
United States of America,Plattsburg,0.0,12
Canada,Yorkton,0.0,12
Canada,Saint John,0.0,12
United States of America,Lima,0.0,12
Argentina,Neuquen,0.0,12
Canada,Chicoutimi,0.0,12
Canada,Thunder Bay,0.0,12
Canada,Sydney,0.0,12
Ecuador,Guayaquil,0.0,12
United States of America,Laramie,0.0,12
Canada,Shelburne,0.0,12
India,Chennai,0.0,12
Brazil,Passo Fundo,0.0,12
Japan,Sendai,0.0,12
United States of America,Saratoga Springs,0.0,12
Hungary,Budapest,0.0,12
United States of America,Scranton,0.0,10
United States of America,Lake Havasu City,0.0,10
Australia,Devonport,0.0,10
United States of America,Petersburg,0.0,10
Philippines,Manila,0.0,10
United States of America,Rock Island,0.0,10
Qatar,Doha,0.0,10
United States of America,Bemidji,0.0,8
United States of America,Waukegan,0.0,8
United States of America,Lewiston,0.0,8
United States of America,Lewiston,0.0,8
China,Changsha,0.0,8
United States of America,Parkersburg,0.0,8
India,Mumbai,0.0,8
Canada,Charlottetown,0.0,8
United States of America,Riverton,0.0,8
Thailand,Khon Kaen,0.0,6
Australia,Townsville,0.0,6
Australia,Mandurah,0.0,6
South Korea,Busan,0.0,6
United States of America,Ukiah,0.0,6
Philippines,Cebu,0.0,6
New Zealand,Taupo,0.0,6
Spain,Vigo,0.0,6
China,Shanghai,0.0,6
Bosnia and Herzegovina,Sarajevo,0.0,6
United States of America,Brookings,0.0,6
Australia,Bairnsdale,0.0,6
United Kingdom,Perth,0.0,6
China,Anyang,0.0,6
Poland,Gdansk,0.0,6
Pakistan,Karachi,0.0,6
United States of America,Tuscaloosa,0.0,6
United States of America,Winter Haven,0.0,6
Canada,Revelstoke,0.0,6
India,Alappuzha,0.0,6
South Korea,Cheongju,0.0,6
New Zealand,Invercargill,0.0,6
Chile,Valparaiso,0.0,6
United States of America,Urbana,0.0,6
United States of America,Waycross,0.0,6
Canada,Bathurst,0.0,6
Taiwan,Tainan,0.0,6
Mexico,Celaya,0.0,6
Thailand,Chiang Rai,0.0,6
United States of America,La Grande,0.0,6
Cambodia,Phnom Penh,0.0,6
New Zealand,New Plymouth,0.0,6
Australia,Richmond,0.0,6
Australia,Richmond,0.0,6
Italy,Bologna,0.0,6
United States of America,Hopkinsville,0.0,6
Germany,Frankfurt,0.0,6
Canada,Sioux Lookout,1.0,6
United States of America,Wahiawa,0.0,6
China,Jinan,0.0,6
Belgium,Gent,0.0,6
New Zealand,Rotorua,0.0,6
Poland,Poznan,0.0,6
United States of America,Galesburg,0.0,6
United States of America,Slidell,0.0,6
Netherlands,Eindhoven,0.0,6
United States of America,Burley,0.0,6
United States of America,Richfield,0.0,6
United States of America,Waco,0.0,5
United States of America,Victoria,0.0,5
United States of America,Selma,0.0,4
United States of America,Cody,0.0,4
United States of America,Marquette,0.0,4
Costa Rica,Heredia,0.0,4
United States of America,Albert Lea,0.0,4
Hong Kong S.A.R.,Hong Kong,0.0,4
Canada,Dryden,0.0,4
United Kingdom,Carlisle,0.0,4
Indonesia,Bekasi,0.0,4
Brazil,Joinville,0.0,4
United States of America,Brownwood,0.0,4
United Kingdom,Coventry,0.0,4
United Kingdom,Plymouth,0.0,4
Canada,Steinbach,0.0,4
Argentina,La Plata,0.0,4
Norway,Drammen,0.0,4
China,Xiamen,0.0,4
United States of America,Superior,0.0,4
United States of America,Biloxi,0.0,4
Brazil,Aracaju,0.0,4
United States of America,Homestead,0.0,4
United States of America,Benton Harbor,0.0,4
Honduras,San Pedro Sula,0.0,4
United States of America,Klamath Falls,0.0,4
United States of America,Tyler,0.0,4
Indonesia,Surabaya,0.0,4
Indonesia,Medan,0.0,4
Namibia,Windhoek,0.0,4
Malaysia,Sungai Petani,0.0,4
Malaysia,Miri,0.0,4
United States of America,Gulfport,0.0,4
United States of America,Wasilla,0.0,4
Germany,Oldenburg,0.0,4
United States of America,Alice,0.0,4
South Africa,Pretoria,0.0,4
Norway,Harstad,0.0,4
Brazil,Campinas,0.0,4
United States of America,Yankton,0.0,4
Zambia,Lusaka,0.0,4
Mexico,Tepic,0.0,4
Portugal,Funchal,0.0,4
Mexico,Cozumel,0.0,4
Brazil,Nova Lima,0.0,4
Canada,Selkirk,0.0,4
Germany,Rostock,0.0,4
Canada,Gander,0.0,4
Canada,Orangeville,0.0,4
United States of America,Ketchikan,0.0,4
Romania,Arad,0.0,4
China,Suzhou,0.0,4
China,Suzhou,0.0,4
United States of America,Muskogee,0.0,4
United States of America,Craig,0.0,4
Saudi Arabia,Riyadh,0.0,4
United States of America,Beeville,0.0,4
Macau S.A.R,Macau,0.0,4
United States of America,Glenwood Springs,0.0,4
United States of America,Tomah,0.0,4
United Kingdom,York,0.0,4
United States of America,Vicksburg,0.0,4
Chile,Concepcion,0.0,4
United States of America,Terre Haute,0.0,2
Mexico,Tijuana,0.0,2
Mexico,Cuernavaca,0.0,2
Switzerland,Bern,0.0,1
Turkey,Malatya,0.0,1
Mexico,Compostela,0.0,1
Brazil,Ponta Grossa,0.0,1
Mexico,Puerto Vallarta,0.0,1
Taiwan,Taichung,0.0,1
