id,value
entertainment,
entertainment.Disastrous,2365.0
entertainment.Happened,2814.0
entertainment.Kept,2073.0
entertainment.Like,3077.0
entertainment.Look,3199.0
entertainment.Looks,3474.0
entertainment.Never,2850.0
entertainment.Photos,2994.0
entertainment.Today,2488.0
entertainment.Unsee,2385.0
finance,
finance.Abandoned,286.0
finance.Apple,286.0
finance.Base,286.0
finance.Born,353.0
finance.Debt,313.0
finance.Homeowners,334.0
finance.Leases,286.0
finance.Military,286.0
finance.New,663.0
finance.Win,644.0
health,
health.Belly,610.0
health.Cause,878.0
health.Every,615.0
health.Guess,633.0
health.Mistakes,609.0
health.Root,529.0
health.Skin,759.0
health.Stomach,529.0
health.Weight,624.0
health.Worst,613.0
home,
home.Bought,295.0
home.Buy,454.0
home.Cabin,295.0
home.Dollar,313.0
home.First,269.0
home.Furniture,493.0
home.New,302.0
home.See,497.0
home.Site,733.0
home.Thinking,267.0
lifestyle,
lifestyle.Account,375.0
lifestyle.Cancelling,372.0
lifestyle.Cannot,303.0
lifestyle.Enter,306.0
lifestyle.Name,303.0
lifestyle.Netflix,380.0
lifestyle.People,556.0
lifestyle.Things,329.0
lifestyle.Us,310.0
lifestyle.Wait,305.0
