id,value
entertainment,
entertainment.Disastrous,20018.0
entertainment.Filming,12570.0
entertainment.Happened,12992.0
entertainment.Hidden,12258.0
entertainment.Kept,14304.0
entertainment.Look,22914.0
entertainment.Never,21430.0
entertainment.New,12249.0
entertainment.Photos,23962.0
entertainment.Unsee,20059.0
fashion,
fashion.Brings,4083.0
fashion.Hudson,4083.0
fashion.Kate,4083.0
fashion.New,4160.0
fashion.Outfits,4093.0
fashion.Shopping,1540.0
fashion.Site,1561.0
fashion.Women,2305.0
fashion.Workout,4114.0
fashion.Year,4094.0
finance,
finance.Abandoned,1532.0
finance.Acre,1532.0
finance.Apple,1533.0
finance.Base,1532.0
finance.Born,1917.0
finance.Leases,1532.0
finance.Military,1532.0
finance.New,3431.0
finance.Quietly,1532.0
finance.Win,3389.0
health,
health.Belly,5661.0
health.Cause,5560.0
health.Flat,4144.0
health.Mistakes,4578.0
health.Problems,3077.0
health.Root,3362.0
health.Stomach,3362.0
health.Tips,4182.0
health.Weight,4639.0
health.Worst,4610.0
home,
home.Actually,1377.0
home.Buy,1865.0
home.Claim,1339.0
home.Furniture,1953.0
home.Neighbors,2548.0
home.Outraged,2527.0
home.See,1995.0
home.Site,3182.0
home.Think,2528.0
home.Tools,1353.0
