id,value
beauty,
beauty.Available,846.0
beauty.Denture,842.0
beauty.Like,681.0
beauty.Looks,678.0
beauty.Makeup,702.0
beauty.New,936.0
beauty.Older,754.0
beauty.Public,846.0
beauty.Technology,846.0
beauty.Women,702.0
entertainment,
entertainment.Actually,6511.0
entertainment.Barron,5379.0
entertainment.Happened,10759.0
entertainment.Kept,5588.0
entertainment.Like,5718.0
entertainment.Look,19999.0
entertainment.Looks,7950.0
entertainment.Mesmerizing,9707.0
entertainment.New,10420.0
entertainment.Spoiled,5373.0
finance,
finance.Abandoned,1147.0
finance.Acre,1147.0
finance.Apple,1147.0
finance.Born,1332.0
finance.Homeowners,1272.0
finance.Leases,1147.0
finance.Military,1147.0
finance.New,1780.0
finance.Quietly,1149.0
finance.Win,1735.0
health,
health.Belly,1678.0
health.Cause,3037.0
health.Cost,1615.0
health.Every,2392.0
health.Heart,2294.0
health.Life,1624.0
health.Mistakes,1658.0
health.Stages,2207.0
health.Weight,1771.0
health.Worst,1669.0
lifestyle,
lifestyle.Brace,1149.0
lifestyle.Enter,1272.0
lifestyle.Mom,974.0
lifestyle.Name,1311.0
lifestyle.Needs,956.0
lifestyle.Outfits,965.0
lifestyle.Seconds,1233.0
lifestyle.Stop,972.0
lifestyle.Wait,1206.0
lifestyle.Wearing,955.0
